			BibTeX Key	Autor, Herausgeber oder Institution	Titel	Zeitschrift/Zeitung	Kategorien	Schlagwörter
FALSCH	FALSCH	FALSCH	Hark.2015b	Hark, Sabine; Villa, Paula-Irene	Eine Frage an und für unsere Zeit		1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.1 Geschlecht; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Gender Studies // Gender Studies; Geschlecht // gender
FALSCH	FALSCH	FALSCH	Hartmann.2017	Hartmann, Jutta	Dimension sexueller Diversität		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Diversität // diversity; Intersektionalität // intersectionality; Sexuelle Vielfalt // sexual diversity
FALSCH	FALSCH	FALSCH	Hechler.2016	Hechler, Andreas	»Was ist es denn?«		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Intergeschlechtlichkeit // intersexuality
FALSCH	FALSCH	FALSCH	Helfferich.2016	Helfferich, Cornelia	Qualitative Einzelinterviews zu Gewalt		3 Thematischer Fokus; 3.2 Gewaltprävention; 8 Forschung; 9 Förderlinie; 9.1.8 PRÄVIK	Forschungsmethoden // research methods; Gewalt // violence
FALSCH	FALSCH	FALSCH	Helfferich.2018	Helfferich, Cornelia; Kavemann, Barbara; Kindler, Heinz; Nagel, Bianca; Schürmann-Ebenfeld, Silvia	Reviktimisierung nach sexuellem Missbrauch in einer Hochrisikogruppe		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.4 Stationäre Einrichtung; 3 Thematischer Fokus; 3.2 Gewaltprävention; 5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Sexueller Missbrauch; 9 Förderlinie; 9.1.8 PRÄVIK	Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results; Kinder- und Jugendhilfe // child welfare system; Reviktimisierung // revictimization; Sexueller Missbrauch // sexual abuse
FALSCH	FALSCH	FALSCH	Henningsen.2016b	Henningsen, Anja	Professionalität und Zuständigkeit sexualpädagogischer Expert_innen		3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 4.2 Andere Fachkräfte; 9 Förderlinie; 9.3.4 Junprof Kiel	Pädagogische Fachkräfte // pedagogial staff; Professionalität // professionality; Sexualpädagogik // sex education
FALSCH	FALSCH	FALSCH	Henningsen.2016c	Henningsen, Anja	Sexuelle Bildung und Gewaltprävention		1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.2 Gewaltprävention; 9 Förderlinie; 9.3.4 Junprof Kiel	Organisationskultur // organisational culture; Prävention // prevention; Sexualisierte Gewalt // sexual violence; Sexuelle Bildung // sexuality education
FALSCH	FALSCH	FALSCH	Henningsen.2019b	Henningsen, Anja	Sexualpädagogik als Beitrag zum grenzwahrenden Umgang mit Kindern und Jugendlichen		1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 4.2 Andere Fachkräfte; 9 Förderlinie; 9.2.11 SchutzNorm; 9.3.4 Junprof Kiel	Achtsamkeit // awareness; Grenzen // boundaries; Jugendliche // youth; junge Erwachsene // young adults; Kinder // children; Prävention // prevention; Sexualisierte Gewalt // sexual violence; Sexualpädagog*innen // sex educators; Sexualpädagogik // sex education; Sexuelle Bildung // sexuality education
FALSCH	FALSCH	FALSCH	Brenner.2018	Brenner, Gerd	Partnerschaft und Sexualität (I)	Deutsche Jugend	7 Sexualität; 7.2 Beziehungsgestaltung	Beziehungsgestaltung // relationships; Forschungsstand // state of research; Jugendliche // youth; Sexualität // sexuality
FALSCH	FALSCH	FALSCH	Henningsen.2017	Henningsen, Anja; List, Inga Marie	Ich glaub', man müsst' einfach nur verstehen, dass wir alle Menschen sind		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.3 Ethnizität; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.2 Jugendliche; 9 Förderlinie; 9.3.4 Junprof Kiel	Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results; Geschlecht // gender; interkulturell // intercultural; Intersektionalität // intersectionality; Schule // school; Schüler*innen // pupils
FALSCH	FALSCH	FALSCH	Henningsen.2018b	Henningsen, Anja; List, Inga Marie	Zwischen Einfühlung, Meidung und Kontrolle		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.1 Kita; 2.2.3 Weiterführende Schule; 2.2.4 Stationäre Einrichtung; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 9 Förderlinie; 9.3.4 Junprof Kiel	Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results; Pädagogische Einrichtung // educational facilities; Pädagogische Fachkräfte // pedagogial staff; Sexualität // sexuality; Sexualkultur // sexuality culture
FALSCH	FALSCH	FALSCH	Henningsen.2016e	Henningsen, Anja; Sielert, Uwe	Evaluation sexueller Bildung		3 Thematischer Fokus; 3.1 Sexualpädagogik; 8 Forschung; 9 Förderlinie; 9.3.4 Junprof Kiel	Evaluation // evaluation; Sexuelle Bildung // sexuality education
FALSCH	FALSCH	FALSCH	Henningsen.2016g	Henningsen, Anja; Tuider, Elisabeth; Timmermanns, Stefan	Einleitung		3 Thematischer Fokus; 3.1 Sexualpädagogik; 9 Förderlinie; 9.3.4 Junprof Kiel	Sexualpädagogik // sex education; Sexuelle Bildung // sexuality education
FALSCH	FALSCH	FALSCH	Henningsen.2020	Henningsen, Anja; Winter, Veronika	SchutzNorm: Partizipative Forschungim Kontext von Jugendschutz als Bildungsprozess		1 Soziale Rahmung; 1.1 Diskurse; 2 Institutioneller Kontext; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.2 Übergriff, Peergewalt; 7 Sexualität; 7.3 Sexuelle Selbstbestimmung; 8 Forschung; 9 Förderlinie; 9.2.11 SchutzNorm; 9.3.4 Junprof Kiel	Forschungsmethoden // research methods; Forschungspraxis // research practice; Jugendarbeit // youth work; Partizipation // participation; Prävention // prevention; Sexualisierte Gewalt // sexual violence; Sexuelle Bildung // sexuality education
FALSCH	FALSCH	FALSCH	Herrmann.2015	Herrmann, Steffen K.	Politischer Antagonismus und sprachliche Gewalt		1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.1 Geschlecht; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 6 Gewalt; 6.3 Diskriminierung	Diskriminierung // discrimination; Geschlecht // gender
FALSCH	FALSCH	FALSCH	Hess.2018	Hess, Johanna; Retkowski, Alexandra	Berufsbiographische Identitätskonstruktionen und Sexualität		3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 9 Förderlinie; 9.3.3 Junprof Kassel	Biographieforschung // biographical research; Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results; Pädagogische Fachkräfte // pedagogial staff; Professionalität // professionality; Sexualität // sexuality; Soziale Arbeit // Social Work
FALSCH	FALSCH	FALSCH	Heynen.2015	Heynen, Susanne	Sexuelle Gewalt in Institutionen		1 Soziale Rahmung; 1.2 Leitlinien; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Sexueller Missbrauch	Handlungsempfehlungen // guidelines; Jugendamt // child welfare services; Kinder- und Jugendhilfe // child welfare system; Sexualisierte Gewalt // sexual violence
FALSCH	FALSCH	FALSCH	Heynen.2018	Heynen, Susanne	Standards für Intervention am Beispiel der Karlsruher Standards		1 Soziale Rahmung; 1.2 Leitlinien; 2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz	Intervention // intervention; Pädagogische Einrichtung // educational facilities; Schutzkonzept // protection concept
FALSCH	FALSCH	FALSCH	Hoffarth.2020	Hoffarth, Britta	Online Hate Speech und Geschlecht		1 Soziale Rahmung; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.1 Geschlecht; 6 Gewalt; 6.2 Übergriff, Peergewalt; 6.3 Diskriminierung; 6.5 Negative Folgen	Digitale Medien // digital media; Diskriminierung // discrimination; Gender Studies // Gender Studies; Geschlecht // gender; Medien // media; Sexualisierte Gewalt // sexual violence; Sexualisierung // sexualisation
FALSCH	FALSCH	FALSCH	Brenner.2018b	Brenner, Gerd	Partnerschaft und Sexualität (II)	Deutsche Jugend	7 Sexualität; 7.2 Beziehungsgestaltung	Beziehungsgestaltung // relationships; Forschungsstand // state of research; Jugendliche // youth; Sexualität // sexuality
FALSCH	FALSCH	FALSCH	Hoffmann.2015b	Hoffmann, Ulrike	Sexueller Missbrauch in Institutionen		1 Soziale Rahmung; 1.1 Diskurse; 2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Sexueller Missbrauch	Diskursanalyse // discourse analysis; Forschungsergebnisse // research results; Pädagogische Einrichtung // educational facilities; Qualitative Analyse // qualitative analysis; Sexueller Missbrauch // sexual abuse
FALSCH	FALSCH	FALSCH	Hoffmann.2018	Hoffmann, Ulrike; Fegert, Jörg M.	Schutz von Kindern und Jugendlichen vor Gewalt in der Pflege		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz	Gewalt // violence; Schutzfaktoren // protection factor; Schutzkonzept // protection concept
FALSCH	FALSCH	FALSCH	Hofherr.2018	Hofherr, Stefan	Klassen der Offenlegung sexueller Gewalt		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.2 Gewaltprävention; 5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Übergriff, Peergewalt; 9 Förderlinie; 9.1.17 Wissen von Schülerinnen und Schülern	Forschungsergebnisse // research results; Prävalenz // prevalence; Quantitative Forschung // quantitative research; Schule // school; Schüler*innen // pupils; Sexualisierte Gewalt // sexual violence; Survey // survey
FALSCH	FALSCH	FALSCH	Hofherr.2018b	Hofherr, Stefan	Perspektiven der Schultheorie auf sexuelle Gewalt		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.2 Gewaltprävention; 9 Förderlinie; 9.1.17 Wissen von Schülerinnen und Schülern	Schule // school; Sexualisierte Gewalt // sexual violence; Theorie // theory
FALSCH	FALSCH	FALSCH	Hofherr.2018c	Hofherr, Stefan; Kindler, Heinz	Sexuelle Übergriffe in Schulen aus der Sicht von Schülerinnen und Schülern		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.2 Gewaltprävention; 5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Übergriff, Peergewalt; 9 Förderlinie; 9.1.17 Wissen von Schülerinnen und Schülern	Forschungsergebnisse // research results; Quantitative Forschung // quantitative research; Schule // school; Schüler*innen // pupils; Sexualisierte Gewalt // sexual violence; Survey // survey
FALSCH	FALSCH	FALSCH	Huber.2018	Huber, Michaela	Keine Sexualität kann auch eine prima Alternative sein		3 Thematischer Fokus; 3.4 Intervention; 7 Sexualität; 7.3 Sexuelle Selbstbestimmung	Selbstbestimmung // agency; Sexualisierte Gewalt // sexual violence; Trauma // trauma
FALSCH	FALSCH	FALSCH	Jannink.2017	Jannink, Helge; Witz, Christina	Die Doppelseitigkeit der Scham in der sexualpädagogischen Arbeit mit jugendlichen Geflüchteten		1 Soziale Rahmung; 1.4 Identitäten; 1.4.3 Ethnizität; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Geflüchtete // refugees; interkulturell // intercultural; Jugendliche // youth; Scham // shame; Sexualpädagogik // sex education
FALSCH	FALSCH	FALSCH	Jansen.2017	Jansen, Christian	Die Diskussionen um kindliche Sexualität und „Pädophilie“ in Heidelberg 1978 – 1981		1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Sexueller Missbrauch	Geschichte // history; kindliche Sexualität // childhood sexuality; Pädosexualität // pedosexuality
FALSCH	FALSCH	FALSCH	Janssen.2020	Janssen, Angela	Verletzbarkeit und Geschlecht		1 Soziale Rahmung; 1.1 Diskurse; 1.4.1 Geschlecht	Achtsamkeit // awareness; Bedarfe // needs; Gender Studies // Gender Studies; Geschlecht // gender; Resilienz // resilience; Vulnerabilität // vulnerability
FALSCH	FALSCH	FALSCH	Jud.2018	Jud, Andreas	Kindesmisshandlung		1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 6 Gewalt; 6.1 Sexueller Missbrauch	Prävalenz // prevalence; Sexueller Missbrauch // sexual abuse
FALSCH	FALSCH	FALSCH	Brenner.2018c	Brenner, Gerd	Viele Kinder und Jugendliche werden Opfer sexueller Gewalt	Deutsche Jugend	5 Adressat*innen; 5.1 Kinder; 6 Gewalt; 6.1 Sexueller Missbrauch	Betroffene sexualisierter Gewalt // sexual assault survivors; Grenzen // boundaries; Haltung // attitude; Institutionelle Dynamiken // institutional dynamics; Institutioneller Missbrauch // institutional abuse; Jugendliche // youth; Kinder // children; Pädagogik // pedagogy; Pädagogische Einrichtung // educational facilities; Prävention // prevention; Praxis // practice; Recht // law; Reviktimisierung // revictimization; Sexualisierte Gewalt // sexual violence; Sexuelle Belästigung // sexual harassment; Sexueller Missbrauch // sexual abuse
FALSCH	FALSCH	FALSCH	Jud.2018b	Jud, Andreas; Fegert, Jörg M.	Herausforderungen und Ergebnisse der Forschung zu Prävalenz sexueller Gewalt an Kindern und Jugendlichen		3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Sexueller Missbrauch	Forschungsergebnisse // research results; Forschungsstand // state of research; Prävalenz // prevalence; Sexualisierte Gewalt // sexual violence; Sexueller Missbrauch // sexual abuse
FALSCH	FALSCH	FALSCH	Kadera.2018b	Kadera, Stepanka; Fuchs, Christina; Tippelt, Rudolf	Sexualisierte Gewalt		3 Thematischer Fokus; 3.2 Gewaltprävention; 3.5 Praxismaterialien; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 9 Förderlinie; 9.1.7 Kindeswohl als kollektives Orientierungsmuster?	Konzepte, Materialien // concepts; Pädagogische Fachkräfte // pedagogial staff; Sexualisierte Gewalt // sexual violence; Weiterbildung // further education
FALSCH	FALSCH	FALSCH	Kadera.2018c	Kadera, Stepanka; Köhler-Dauner, Franziska; Hofer, Harald; Tippelt, Rudolf; Ziegenhain, Ute; Fegert, Jörg M.	Prävention sexueller Gewalt in Institutionen im Rahmen von Fortbildungen		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 6 Gewalt; 6.1 Sexueller Missbrauch; 8 Forschung; 9 Förderlinie; 9.1.7 Kindeswohl als kollektives Orientierungsmuster?	Einzelinterviews // one-on-one interviews; Evaluation // evaluation; Forschungsergebnisse // research results; Institutioneller Missbrauch // institutional abuse; Leitung // leadership; Pädagogische Einrichtung // educational facilities; Prävention // prevention; Sexualisierte Gewalt // sexual violence; Sexueller Missbrauch // sexual abuse; Weiterbildung // further education
FALSCH	FALSCH	FALSCH	Kadera.2017	Kadera, Stepanka; Tippelt, Rudolf; Fuchs, Christina	Krisenmanagement und Umgang mit schwierigen Situationen		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.4 Intervention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 9 Förderlinie; 9.1.7 Kindeswohl als kollektives Orientierungsmuster?	Kommunikation // communication; Pädagogische Einrichtung // educational facilities; Prävention // prevention; Sexualisierte Gewalt // sexual violence
FALSCH	FALSCH	FALSCH	Kahle.2016	Kahle, Ann-Kathrin	Sexualität und Vielfalt - Muss man Sexualität lernen?		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Sexuelle Bildung // sexuality education; Sexuelle Vielfalt // sexual diversity
FALSCH	FALSCH	FALSCH	Kampert.2017	Kampert, Meike	Informelle Peerstrukturen		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 5 Adressat*innen; 5.2 Jugendliche; 9 Förderlinie; 9.1.3 Ich bin sicher!	Peergewalt // peer violence
FALSCH	FALSCH	FALSCH	Kampert.2017b	Kampert, Meike	Schutz und Sicherheit		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 9 Förderlinie; 9.1.3 Ich bin sicher!	Schutzfaktoren // protection factor
FALSCH	FALSCH	FALSCH	Kampert.2017c	Kampert, Meike; Röseler, Kirsten; Wolff, Mechthild	Beziehungsgestaltung		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 9 Förderlinie; 9.1.3 Ich bin sicher!	Pädagogische Beziehung // pedagogical relationship; Pädagogische Einrichtung // educational facilities
FALSCH	FALSCH	FALSCH	Kampf.2015	Kämpf, Katrin M.	Eine Büchse der Pandora?		1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Geschlecht // gender; Pädosexualität // pedosexuality
FALSCH	FALSCH	FALSCH	Karameros.2018	Karameros, Archontula	Das Gruppentraining Achtsame Sexualität (AS)		3 Thematischer Fokus; 3.4 Intervention; 3.5 Praxismaterialien; 7 Sexualität; 7.3 Sexuelle Selbstbestimmung	Konzepte, Materialien // concepts; Sexualität // sexuality; Trauma // trauma
FALSCH	FALSCH	FALSCH	Brenner.2019	Brenner, Gerd	Jugend und Sexualität. Schwerpunkt: Sexuelle Gewalt	Deutsche Jugend	5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Sexueller Missbrauch; 7 Sexualität	Heteronormativität // heteronormativity; Heterosexualität // heterosexuality; Jugendliche // youth; Jugendsexualität // youth sexuality; junge Erwachsene // young adults; Pädagogik // pedagogy; Professionalität // professionality; Sexualität // sexuality; Sexualkultur // sexuality culture; Sexuelle Bildung // sexuality education; Sexuelle Orientierung // sexual orientation; Sexuelle Vielfalt // sexual diversity; Soziale Arbeit // Social Work; Soziale Ungleichheit // social inequality
FALSCH	FALSCH	FALSCH	Katsch.2018	Katsch, Matthias	Organisationsstruktur und -kultur		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz	Organisationskultur // organisational culture
FALSCH	FALSCH	FALSCH	Katsch.2018b	Katsch, Matthias	Personalführungs­konzepte		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz	Kinderschutz // child protection; Leitung // leadership
FALSCH	FALSCH	FALSCH	Katzer.2018	Katzer, Michaela; Voß, Heinz-Jürgen	Sexuelle Grenzverletzungen im Kontext von Intersexualität und Transsexualität		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.2 Gewaltprävention; 6 Gewalt; 6.3 Diskriminierung; 9 Förderlinie; 9.3.1 Forschungsprof Merseburg	Intergeschlechtlichkeit // intersexuality; Sexualisierte Gewalt // sexual violence; Trans* // trans*
